Animal ID,Name,Species,Primary Breed,Secondary Breed,Primary Color,Secondary Color,Age Group At Outcome,Previous Intake Type,Source Shelter,Outcome Subtype,Episode Index,Previous Intake Date,Outcome Date,LOS (days),Adoption Channel (derived)
LDDC-A-1963,Hope,Cat,Domestic Shorthair,—,Tortoise,—,Adult Cat,Transfer In,"95-2023, FLRN-FC-23-2442, FLRN-A-5463",PetSmart Adoption Event,1,2023-11-18,2024-01-14,57,Weekend Event
LDDC-A-2803,Dexter,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"2440, FLRN-MC-24-0089, FLRN-A-5888",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2804,Diego,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"2441, FLRN-MC-24-0090, FLRN-A-5889",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2760,Sterling,Dog,Maltese,—,Chocolate,—,Puppy,Owner Surrender,"OTHR-MD-24-0125, OTHR-MD-24-0125",PetSmart Adoption Event,1,2023-11-19,2024-01-14,56,Weekend Event
LDDC-A-2808,Goose,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,"64877, FLRN-MC-24-0054, FLRN-A-5762",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2753,Cuddles,Dog,"Retriever, Labrador",—,Fawn,White,Puppy,Transfer In,PRCO-MD-24-0055,PetSmart Adoption Event,1,2024-01-12,2024-01-14,2,Weekend Event
LDDC-A-2800,Cinnamon,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"2418, FLRN-FC-24-0091, FLRN-A-5866",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2814,Streusel,Cat,Domestic Medium Hair,—,Black,White,Kitten,Transfer In,"118-2023, FLRN-FC-24-0045, FLRN-A-5744",Petco Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2732,Sweet Unicorn,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"PPCA-A-8586, FRKN-FC-24-0012",PetSmart Adoption Event,1,2024-01-06,2024-01-14,8,Weekend Event
LDDC-A-2835,Ponderosa,Cat,Domestic Shorthair,—,Torbie,Grey,Adult Cat,Transfer In,HERT-FC-24-0106,PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-1945,Gandalf,Cat,Domestic Shorthair,—,White,Grey,Adult Cat,Transfer In,"23222, FLRN-MC-23-2520, FLRN-A-5523",PetSmart In-Store Cat Adoption,1,2023-12-02,2024-01-14,43,PetSmart
LDDC-A-2754,Cinny,Dog,"Retriever, Labrador",—,Yellow,White,Puppy,Transfer In,PRCO-MD-24-0056,PetSmart Adoption Event,1,2024-01-12,2024-01-14,2,Weekend Event
LDDC-A-2799,Boo,Cat,Domestic Shorthair,—,Calico,—,Kitten,Transfer In,"2419, FLRN-FC-24-0092, FLRN-A-5867",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2588,Almond,Dog,Feist,Mix,Black,Tan,Adult Dog,Transfer In,"64570, FLRN-FD-23-2622, FLRN-A-5533",PetSmart Adoption Event,1,2023-12-16,2024-01-14,29,Weekend Event
LDDC-A-1942,Flea,Cat,Domestic Shorthair,—,Tortoise,—,Adult Cat,Transfer In,"A2116595, PFL-A-2915, HST-A-13729, HSTO-FC-23-2592",PetSmart Adoption Event,1,2023-12-09,2024-01-14,36,Weekend Event
LDDC-A-2755,Cosmos,Dog,"Retriever, Labrador",—,Brown,White,Puppy,Transfer In,PRCO-MD-24-0057,PetSmart Adoption Event,1,2024-01-12,2024-01-14,2,Weekend Event
LDDC-A-2807,Ethel,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"2434, FLRN-FC-24-0053, FLRN-A-5882",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2839,Tigger,Dog,Shepherd,"Cattle Dog, Australian (Red Heeler)",Brindle,—,Adult Dog,Transfer In,"64662-1, FLRN-MD-24-0078, FLRN-A-5607",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2833,Bumble,Dog,"Cattle Dog, Australian (Blue Heeler)",—,White,Blue,Adult Dog,Transfer In,"64599, FLRN-FD-24-0028, FLRN-A-5610",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2825,Bug,Dog,Shepherd,Retriever,Brown,Black,Puppy,Transfer In,"23253, FLRN-MD-24-0064, FLRN-A-5822",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2815,Marigold,Cat,Domestic Shorthair,—,Torbie,—,Adult Cat,Transfer In,"230598, FAHS-FC-24-0094, FLRN-A-5838",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2857,King,Dog,Terrier,Mix,Black,White,Adult Dog,Transfer In,"64954-1, FLRN-MD-24-0031, FLRN-A-5806",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2752,Carl,Dog,"Retriever, Labrador",—,Yellow,White,Puppy,Transfer In,PRCO-MD-24-0025,PetSmart Adoption Event,1,2024-01-09,2024-01-14,5,Weekend Event
LDDC-A-2768,Joe,Dog,"Pinscher, Miniature",Mixed Breed (Small),Black,—,Adult Dog,Transfer In,"PVAS-A-177922, PVAS-MD-24-0081",PetSmart Adoption Event,1,2024-01-12,2024-01-14,2,Weekend Event
LDDC-A-2805,Elmo,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"2436, FLRN-MC-24-0051, FLRN-A-5884",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2806,Ernie,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"2435, FLRN-MC-24-0052, FLRN-A-5883",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2801,Dan,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"2439, FLRN-MC-24-0087, FLRN-A-5887",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2802,Dawn,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"2439, FLRN-FC-24-0088, FLRN-A-5886",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2811,Mary,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"23244-1, FLRN-FC-24-0043, FLRN-A-5769",PetSmart In-Store Cat Adoption,1,2024-01-13,2024-01-14,1,PetSmart
LDDC-A-2667,Token,Dog,Terrier,"Retriever, Labrador",Black,—,Puppy,Transfer In,"64783-4, FLRN-FD-23-2734, FLRN-A-5706",PetSmart Adoption Event,1,2023-12-30,2024-01-14,15,Weekend Event
LDDC-A-1989,Marah,Cat,Domestic Shorthair,—,Black,White,Adult Cat,Transfer In,"PPCA-A-7763, FRKN-FC-23-2105",PetSmart Adoption Event,1,2023-09-29,2024-01-14,107,Weekend Event
LDDC-A-2853,Jelly,Dog,Shepherd,Mix,Brindle,White,Adult Dog,Transfer In,"64914-1, FLRN-A-5808, FLRN-FD-24-0129",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2681,Dean,Dog,"Retriever, Labrador",Terrier,Black,White,Puppy,Transfer In,"64752-2, FLRN-MD-23-2674, FLRN-A-5710",PetSmart Adoption Event,1,2023-12-30,2024-01-14,15,Weekend Event
LDDC-A-2845,Eagle,Dog,"Retriever, Labrador",Mix,Chocolate,—,Adult Dog,Transfer In,"64409, FLRN-MD-24-0120, FLRN-A-5444",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-2771,Luna,Cat,Domestic Medium Hair,—,Grey,Cream,Kitten,Transfer In,PRCO-FC-24-0026,PetSmart Adoption Event,1,2024-01-09,2024-01-14,5,Weekend Event
LDDC-A-2849,Hopper,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Transfer In,"64953-3, FLRN-MD-24-0072, FLRN-A-5805",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-1991,Miso,Cat,Domestic Shorthair,—,White,Grey,Adult Cat,Transfer In,"PPCA-A-7965, FRKN-MC-23-2294",PetSmart Adoption Event,1,2023-10-20,2024-01-14,86,Weekend Event
LDDC-A-2608,Willie,Dog,Terrier,Mix,Brown,White,Adult Dog,Transfer In,"64452, FLRN-MD-23-2658, FLRN-A-5460",PetSmart Adoption Event,1,2023-12-16,2024-01-14,29,Weekend Event
LDDC-A-2823,Bop,Dog,Shepherd,Retriever,Brown,Black,Puppy,Transfer In,"23256, FLRN-MD-24-0062, FLRN-A-5825",PetSmart Adoption Event,1,2024-01-13,2024-01-14,1,Weekend Event
LDDC-A-1953,Flicka,Dog,Shepherd,Mix,Brindle,—,Adult Dog,Transfer In,"63511-2, FLRN-FD-23-2383, FLRN-A-4825",PetSmart Adoption Event,1,2023-11-04,2024-01-14,71,Weekend Event
LDDC-A-1870,Mecca,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,FLRN-MC-23-0295,Adoption from Foster,1,2023-02-03,2024-01-16,347,From Foster
LDDC-A-1869,Menea,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,FLRN-FC-23-0296,Adoption from Foster,1,2023-02-03,2024-01-16,347,From Foster
LDDC-A-2791,Stella Moon,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,"PPCA-A-8760, FRKN-FC-24-0113",Adoption from Foster,1,2024-01-13,2024-01-16,3,From Foster
LDDC-A-2792,Callie,Cat,Domestic Shorthair,—,Tortoise,—,Adult Cat,Transfer In,"PPCA-A-7829, FRKN-FC-24-0114",Meo Maison Cat Cafe Adoption,1,2024-01-13,2024-01-16,3,Cat Café
LDDC-A-2820,Angel,Dog,"Retriever, Labrador",Mix,Brown,White,Adult Dog,Transfer In,"64230-1, FLRN-FD-24-0059, FLRN-A-5509",Adoption from Foster,1,2024-01-13,2024-01-17,4,From Foster
LDDC-A-1964,Kelly,Dog,Retriever,Mix,Brown,White,Adult Dog,Transfer In,"63900, FLRN-FD-23-2499, FLRN-A-5091",Adoption from Foster,1,2023-12-02,2024-01-17,46,From Foster
LDDC-A-2817,Percy,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"230477, FAHS-MC-24-0048, FLRN-A-5796",PetSmart In-Store Cat Adoption,1,2024-01-13,2024-01-18,5,PetSmart
LDDC-A-2837,Wanda,Dog,Beagle,Mix,Black,Red/Mahogany,Adult Dog,Transfer In,"64783-3, FLRN-FD-24-0038, FLRN-A-5704",Adoption from Foster,1,2024-01-13,2024-01-18,5,From Foster
LDDC-A-2854,Kennedy,Dog,Boxer,Mix,Brindle,Black,Adult Dog,Transfer In,"64920-1, FLRN-FD-24-0079, FLRN-A-5751",Adoption from Foster,1,2024-01-13,2024-01-19,6,From Foster
LDDC-A-1923,Arica,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-5318, 64274-2, FLRN-FC-23-2369, FLRN-A-5318",Foster Adopted,1,2023-11-04,2024-01-19,76,From Foster
LDDC-A-2153,Tyler,Dog,Shepherd,Mix,Tan,Red/Mahogany,Adult Dog,Transfer In,"63329-2, FLRN-MD-23-2328, FLRN-A-4739",Adoption from Foster,1,2023-11-04,2024-01-19,76,From Foster
LDDC-A-2861,Celeste,Dog,"Retriever, Labrador",—,Black,White,Puppy,Transfer In,PRCO-FD-24-0138,Off Transport Adoption (OTA),1,2024-01-20,2024-01-20,0,Off Transport
LDDC-A-2788,Delilah,Cat,Domestic Shorthair,—,Orange,—,Adult Cat,Transfer In,"PPCA-A-8874, FRKN-FC-24-0110",Meo Maison Cat Cafe Adoption,1,2024-01-13,2024-01-20,7,Cat Café
LDDC-A-1896,Evans,Dog,"Retriever, Labrador",—,Brindle,—,Adult Dog,Transfer In,FLRN-MD-23-2493,Adoption from Foster,1,2023-12-01,2024-01-20,50,From Foster
LDDC-A-2859,Pine,Dog,"Retriever, Labrador",Mix,Black,—,Adult Dog,Transfer In,"64348, FLRN-A-5476",PetSmart Adoption Event,1,2024-01-13,2024-01-21,8,Weekend Event
LDDC-A-2726,Lunchable,Dog,"Hound, Basset",—,Black,White,Adult Dog,Adoption Return,"PPCA-A-8952, FRKN-MD-24-0018",PetSmart Adoption Event,2,2024-01-21,2024-01-21,0,Weekend Event
LDDC-A-1959,Hershey,Cat,Domestic Shorthair,—,Black,Orange,Adult Cat,Transfer In,"A2091135, PFL-A-2889, HST-A-13735, HSTO-FC-23-2593",PetSmart Adoption Event,1,2023-12-09,2024-01-21,43,Weekend Event
LDDC-A-2895,Lil Red Fraggle,Cat,Domestic Longhair,—,Black,—,Kitten,Transfer In,"PPCA-A-9026, FRKN-MC-24-0159",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2896,Lil Wembley Fraggle,Cat,Domestic Longhair,—,Black,—,Kitten,Transfer In,"PPCA-A-9027, FRKN-FC-24-0160",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2893,Tiny Mistletoe,Cat,Domestic Shorthair,—,Brown,—,Kitten,Transfer In,"PPCA-A-8812, FRKN-MC-24-0166",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2703,Gus,Dog,Boxer,Shepherd,Brindle,—,Puppy,Transfer In,"64751-1, FLRN-MD-23-2679, FLRN-A-5585",PetSmart Adoption Event,1,2023-12-30,2024-01-21,22,Weekend Event
LDDC-A-2860,Cali,Dog,"Retriever, Labrador",—,Black,White,Puppy,Transfer In,PRCO-FD-24-0137,PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-1880,Michelle,Dog,Shepherd,—,Tan,White,Adult Dog,Transfer In,FLRN-FD-23-0768,PetSmart Adoption Event,1,2023-08-25,2024-01-21,149,Weekend Event
LDDC-A-2892,Tiny Figgy Pudding,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,"PPCA-A-8811, FRKN-FC-24-0167",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2851,Huck,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Transfer In,"64953-1, FLRN-MD-24-0086, FLRN-A-5811",PetSmart Adoption Event,1,2024-01-13,2024-01-21,8,Weekend Event
LDDC-A-2868,Nacho,Dog,Shepherd,—,Black,Tan,Adult Dog,Transfer In,PRCO-MD-24-0145,PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2152,Twang,Dog,Terrier,Boxer,White,Black,Adult Dog,Transfer In,"63680-1, FLRN-FD-23-2459, FLRN-A-5027",Foster Adopted,1,2023-11-18,2024-01-21,64,From Foster
LDDC-A-2890,Ms. Ruth,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"PPCA-A-8963, FRKN-FC-24-0165",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2884,Dezzie,Cat,Domestic Shorthair,—,White,Brown,Kitten,Transfer In,"PPCA-A-8778, FRKN-FC-24-0132",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2819,Alicia,Dog,Shepherd,Mix,Brindle,—,Adult Dog,Transfer In,"64230-2, FLRN-FD-24-0058, FLRN-A-5508",PetSmart Adoption Event,1,2024-01-13,2024-01-21,8,Weekend Event
LDDC-A-2891,Mr. Samuel,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,"PPCA-A-8945, FRKN-MC-24-0164",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2889,Mr. Ezekiel,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"PPCA-A-8944, FRKN-MC-24-0163",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2888,Mr. Isaiah,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"PPCA-A-8943, FRKN-MC-24-0162",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2887,Dorothy Kitty,Cat,Domestic Shorthair,—,Brown,White,Adult Cat,Transfer In,"PPCA-A-8949, FRKN-FC-24-0157",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2883,Claire,Cat,Domestic Shorthair,—,Tortoise,—,Adult Cat,Transfer In,"PPCA-A-8723, FRKN-FC-24-0156",PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2876,Venti,Dog,"Foxhound, American",Beagle,Brown,White,Adult Dog,Transfer In,PRCO-MD-24-0153,PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2840,Thunder,Dog,Beagle,Mix,Black,Brown,Adult Dog,Transfer In,"64744, FLRN-MD-24-0077, FLRN-A-5803",PetSmart Adoption Event,1,2024-01-13,2024-01-21,8,Weekend Event
LDDC-A-2879,Bromelia,Dog,Shepherd,—,Black,Tan,Puppy,Transfer In,PRCO-FD-24-0136,PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-1983,Rachael,Dog,"Shepherd, German",Mix,Black,Tan,Adult Dog,Transfer In,"63546, FLRN-FD-23-2144, FLRN-A-4877",PetSmart Adoption Event,1,2023-10-07,2024-01-21,106,Weekend Event
LDDC-A-2878,Zara,Dog,Shepherd,—,Tan,—,Adult Dog,Transfer In,PRCO-FD-24-0155,PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2856,Poppy,Dog,Terrier,Mix,Silver,—,Adult Dog,Transfer In,"64372, FLRN-FD-24-0073, FLRN-A-5377",Petco Adoption Event,1,2024-01-13,2024-01-21,8,Weekend Event
LDDC-A-2877,Wapa,Dog,Shepherd,—,White,Tan,Adult Dog,Transfer In,PRCO-FD-24-0154,PetSmart Adoption Event,1,2024-01-20,2024-01-21,1,Weekend Event
LDDC-A-2813,Shadow,Cat,Domestic Shorthair,—,Grey,—,Adult Cat,Transfer In,"64881, FLRN-MC-24-0044, FLRN-A-5829",PetSmart Adoption Event,1,2024-01-13,2024-01-21,8,Weekend Event
LDDC-A-2818,Walgreens,Cat,Domestic Shorthair,—,Orange,—,Adult Cat,Transfer In,"4025, FAHS-MC-24-0049, FLRN-A-4724",PetSmart In-Store Cat Adoption,1,2024-01-13,2024-01-21,8,PetSmart
LDDC-A-2790,Shrimp Cocktail,Cat,Domestic Shorthair,—,Torbie,—,Adult Cat,Transfer In,PPCA-A-8880,Meo Maison Cat Cafe Adoption,1,2024-01-13,2024-01-22,9,Cat Café
LDDC-A-2827,Butterfly,Dog,Shepherd,Mix,Brown,Black,Puppy,Transfer In,"23250, FLRN-FD-24-0066, FLRN-A-5819",Adoption from Foster,1,2024-01-13,2024-01-24,11,From Foster
LDDC-A-2821,Bam Bam,Dog,Shepherd,Retriever,Brown,Black,Puppy,Transfer In,"23255, FLRN-MD-24-0060, FLRN-A-5824",Adoption from Foster,1,2024-01-13,2024-01-24,11,From Foster
LDDC-A-2847,Harvin,Dog,"Retriever, Labrador",Mix,Chocolate,—,Adult Dog,Transfer In,"63819, FLRN-MD-24-0071, FLRN-A-5177",Adoption from Foster,1,2024-01-13,2024-01-24,11,From Foster
LDDC-A-2789,Vending Machine,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"PPCA-A-8879, FRKN-MC-24-0111",Meo Maison Cat Cafe Adoption,1,2024-01-13,2024-01-26,13,Cat Café
LDDC-A-2843,Coastal,Dog,Beagle,Shepherd,Brown,White,Adult Dog,Transfer In,"64927, FLRN-FD-24-0069, FLRN-A-5801",PetSmart Meeting,1,2024-01-13,2024-01-26,13,PetSmart
LDDC-A-2794,Reba,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"PPCA-A-8364, FRKN-FC-24-0116",Meo Maison Cat Cafe Adoption,1,2024-01-13,2024-01-26,13,Cat Café
LDDC-A-2774,Jeri Lynn,Cat,Domestic Shorthair,—,Calico,—,Adult Cat,Transfer In,HERT-FC-24-0100,PetSmart In-Store Cat Adoption,1,2024-01-13,2024-01-26,13,PetSmart
LDDC-A-2852,Jasper,Dog,Shepherd,Mix,Tan,White,Adult Dog,Transfer In,"64161, FLRN-A-5268",Adoption from Foster,1,2024-01-13,2024-01-26,13,From Foster
LDDC-A-1936,Darling,Cat,Domestic Shorthair,—,Brown,Calico,Adult Cat,Transfer In,"A2103467, PFL-A-2883, HST-A-13725, HSTO-FC-23-2590",Meo Maison Cat Cafe Adoption,1,2023-12-09,2024-01-27,49,Cat Café
LDDC-A-2912,Austin,Dog,Chihuahua,Mix,Chocolate,—,Puppy,Transfer In,"64603-1, FLRN-FD-24-0173, FLRN-A-5639",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2920,Wonka,Dog,"Sheepdog, Shetland",Shepherd,Black,Tan,Adult Dog,Transfer In,"65056, 2451, FLRN-MD-24-0188, FLRN-A-5903",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2918,Chloe,Cat,Domestic Longhair,—,Calico,—,Adult Cat,Transfer In,"2467, FLRN-FC-24-0189, FLRN-A-5953",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2919,Emery,Cat,Domestic Longhair,—,Black,—,Adult Cat,Transfer In,"65175, 2458, FLRN-FC-24-0229, FLRN-A-5927",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2921,Evie,Cat,Domestic Longhair,—,Black,—,Adult Cat,Transfer In,"65175, 2459, FLRN-FC-24-0230, FLRN-A-5928",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2922,Israel,Cat,Domestic Shorthair,—,White,Grey,Kitten,Transfer In,"23238-3, FLRN-MC-24-0192, FLRN-A-5719",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2913,Chewie,Dog,Terrier,Mix,Chocolate,White,Adult Dog,Transfer In,"65077, 2403, FLRN-FD-24-0176, FLRN-A-5843",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2915,Bunny,Cat,Siamese,—,Cream,Seal,Adult Cat,Transfer In,"2493, FLRN-FC-24-0227, FLRN-A-5996",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-1926,Belle,Cat,Domestic Shorthair,—,Black,Orange,Adult Cat,Transfer In,"A2102301, PFL-A-2888, HST-A-13742, HSTO-FC-23-2587",Meo Maison Cat Cafe Adoption,1,2023-12-09,2024-01-27,49,Cat Café
LDDC-A-2916,Priscilla,Dog,Bulldog,Mix,Black,White,Adult Dog,Transfer In,"64946, 2400, FLRN-FD-24-0186, FLRN-A-5826",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2917,China,Cat,Siamese,—,Cream,Black,Kitten,Transfer In,"2417, FLRN-FC-24-0227, FLRN-A-5865",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2701,Garfield,Dog,Boxer,Mix,Brown,White,Puppy,Transfer In,"64751-4, FLRN-MD-23-2676, FLRN-A-5588",Petco Adoption Event,1,2023-12-30,2024-01-27,28,Weekend Event
LDDC-A-2914,Molly,Dog,Shih Tzu,Mix,Tan,White,Senior Dog,Transfer In,"65087, 2423, FLRN-FD-24-0180, FLRN-A-5871",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2257,Mister,Dog,Hound,Mix,White,Brown,Adult Dog,Transfer In,"63410-3, FLRN-MD-23-1919, FLRN-A-4766, LDDC-A-2257",Petco Adoption Event,1,2024-01-06,2024-01-27,21,Weekend Event
LDDC-A-2642,Oreo,Dog,"Corgi, Cardigan Welsh","Cattle Dog, Australian (Blue Heeler)",White,Blue,Adult Dog,Adoption Return,"64662-2, FLRN-MD-23-2724, FLRN-A-5608",Petco Adoption Event,1,2024-01-07,2024-01-27,20,Weekend Event
LDDC-A-2944,Demi,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"PPCA-A-8779, FRKN-FC-24-0250",Off Transport Adoption (OTA),1,2024-01-27,2024-01-27,0,Off Transport
LDDC-A-2995,Hank,Cat,Domestic Shorthair,—,Brown,—,Kitten,Transfer In,"PPCA-A-8893, FRKN-MC-24-0252",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2928,Ella,Cat,Domestic Shorthair,—,Black,—,Adult Cat,Transfer In,"2469, FLRN-FC-24-0190, FLRN-A-5955",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2989,Possibly,Cat,Domestic Medium Hair,—,Grey,White,Kitten,Transfer In,"PPCA-A-8849, FRKN-MC-24-0257",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2977,Fred,Cat,Domestic Shorthair,—,White,Brown,Kitten,Transfer In,"2442, FLRN-MC-24-0235, FLRN-A-5890",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2976,Flora,Cat,Domestic Shorthair,—,White,Black,Kitten,Transfer In,"2446, FLRN-FC-24-0234, FLRN-A-5894",Petco Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2964,Pearl,Dog,Mastiff,"Retriever, Labrador",Black,—,Puppy,Transfer In,"65091, 2407, FLRN-FD-24-0196, FLRN-A-5852",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2846,Spigs,Dog,Shepherd,Mix,Tan,—,Adult Dog,Transfer In,"64953-2, FLRN-MD-24-0035, FLRN-A-5802",PetSmart Adoption Event,1,2024-01-13,2024-01-28,15,Weekend Event
LDDC-A-2996,Caramel Apple,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"PPCA-A-9021, FRKN-FC-24-0249",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2886,Goomba,Cat,Domestic Shorthair,—,Orange,White,Adult Cat,Transfer In,"PPCA-A-8791, FRKN-MC-24-0158",PetSmart Adoption Event,1,2024-01-20,2024-01-28,8,Weekend Event
LDDC-A-2998,Reacher,Cat,Domestic Medium Hair,—,Grey,—,Kitten,Transfer In,"PPCA-A-8740, FRKN-MC-24-0259",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2982,Vivian,Cat,Domestic Shorthair,—,Torbie,—,Kitten,Transfer In,"2461, FLRN-FC-24-0195, FLRN-A-5949",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2927,Julia,Dog,Shepherd,"Retriever, Labrador",Black,—,Puppy,Transfer In,"PVAS-A-182390, PVAS-FD-24-0213",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2931,Mushu,Dog,Shepherd,—,White,Black,Puppy,Transfer In,"PVAS-A-181662, PVAS-MD-24-0217",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
LDDC-A-2997,Winter,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"PPCA-A-8900, FRKN-FC-24-0265",PetSmart Adoption Event,1,2024-01-27,2024-01-28,1,Weekend Event
